"buyingcomp","compregion","compcountry","product","complementprod"
"""Makersify""","""Europe""","""United_Kingdom""","""Snap-on Hub for TT Motor""","""TT Motor Encoder (Pack of 2)"""
"""Makersify""","""Europe""","""United_Kingdom""","""Stickvise High Temperature PTFE Jaws (pair)""","""Stickvise Part Lifter (pack of 2)"""
"""Makersify""","""Europe""","""United_Kingdom""","""Stickvise Part Lifter (pack of 2)""","""Stickvise High Temperature PTFE Jaws (pair)"""
"""Makersify""","""Europe""","""United_Kingdom""","""Stickvise Part Lifter (pack of 2)""","""Stickvise PCB Vise"""
"""Makersify""","""Europe""","""United_Kingdom""","""Stickvise PCB Vise""","""Stickvise High Temperature PTFE Jaws (pair)"""
"""Makersify""","""Europe""","""United_Kingdom""","""Stickvise PCB Vise""","""Stickvise Part Lifter (pack of 2)"""
"""Makersify""","""Europe""","""United_Kingdom""","""TFP401 HDMI/DVI Decoder to 40-Pin TTL Breakout - Without Touch""","""40-pin FPC Extension Board + 200mm Cable"""
"""Makersify""","""Europe""","""United_Kingdom""","""TFP401 HDMI/DVI Decoder to 40-Pin TTL Breakout - Without Touch""","""5.0\"" 40-pin 800x480 TFT Display without Touchscreen"""
"""Makersify""","""Europe""","""United_Kingdom""","""Thermocouple Amplifier MAX31855 breakout board (MAX6675 upgrade)""","""Thermocouple Type-K Glass Braid Insulated - 5m"""
"""Makersify""","""Europe""","""United_Kingdom""","""Thermocouple Amplifier MAX31855 breakout board (MAX6675 upgrade)""","""Thermocouple Type-K Glass Braid Insulated Stainless Steel Tip"""
"""Makersify""","""Europe""","""United_Kingdom""","""Thermocouple Amplifier with 1-Wire Breakout Board - MAX31850K""","""Thermocouple Type-K Glass Braid Insulated - 5m"""
"""Makersify""","""Europe""","""United_Kingdom""","""Thermocouple Amplifier with 1-Wire Breakout Board - MAX31850K""","""Thermocouple Type-K Glass Braid Insulated Stainless Steel Tip"""
"""Makersify""","""Europe""","""United_Kingdom""","""Thermocouple Type-K Glass Braid Insulated - 5m""","""Adafruit Universal Thermocouple Amplifier MAX31856 Breakout"""
"""Makersify""","""Europe""","""United_Kingdom""","""Thermocouple Type-K Glass Braid Insulated - 5m""","""Thermocouple Amplifier MAX31855 breakout board (MAX6675 upgrade)"""
"""Makersify""","""Europe""","""United_Kingdom""","""Thermocouple Type-K Glass Braid Insulated - 5m""","""Thermocouple Amplifier with 1-Wire Breakout Board - MAX31850K"""
"""Makersify""","""Europe""","""United_Kingdom""","""Thermocouple Type-K Glass Braid Insulated Stainless Steel Tip""","""Adafruit Universal Thermocouple Amplifier MAX31856 Breakout"""
"""Makersify""","""Europe""","""United_Kingdom""","""Thermocouple Type-K Glass Braid Insulated Stainless Steel Tip""","""Thermocouple Amplifier MAX31855 breakout board (MAX6675 upgrade)"""
"""Makersify""","""Europe""","""United_Kingdom""","""Thermocouple Type-K Glass Braid Insulated Stainless Steel Tip""","""Thermocouple Amplifier with 1-Wire Breakout Board - MAX31850K"""
"""Makersify""","""Europe""","""United_Kingdom""","""Third Hand Pana Hand Workstation Add-On for Panavise""","""Panavise Jr. - PV-201"""
"""Makersify""","""Europe""","""United_Kingdom""","""Third Hand Pana Hand Workstation Add-On for Panavise""","""Panavise Multi-Purpose Work Center - PV-350"""
"""Makersify""","""Europe""","""United_Kingdom""","""Thru-hole 5-way Navigation switch""","""Black Rubber Joystick Nubbin Cap for Navigation Joystick"""
"""Makersify""","""Europe""","""United_Kingdom""","""Thru-hole 5-way Navigation switch""","""Plastic Button Caps For Square Top (10-pack) - 8mm Diameter"""
"""Makersify""","""Europe""","""United_Kingdom""","""Thru-hole 5-way Navigation switch""","""PSP 3000 2-Axis Analog Thumb Joystick"""
"""Makersify""","""Europe""","""United_Kingdom""","""Thru-hole 5-way Navigation switch""","""Small Arcade Joystick"""
"""Makersify""","""Europe""","""United_Kingdom""","""Thru-hole 5-way Navigation switch""","""Soft Silicone Top 6mm Push-buttons (20-pack) - Translucent"""
"""Makersify""","""Europe""","""United_Kingdom""","""TT Motor All-Metal Gearbox - 1:90 Gear Ratio""","""Orange and Clear TT Motor Wheel for TT DC Gearbox Motor"""
"""Makersify""","""Europe""","""United_Kingdom""","""TT Motor All-Metal Gearbox - 1:90 Gear Ratio""","""Skinny Wheel for TT DC Gearbox Motors"""
"""Makersify""","""Europe""","""United_Kingdom""","""TT Motor Bi-Metal Gearbox - 1:90 Gear Ratio""","""Orange and Clear TT Motor Wheel for TT DC Gearbox Motor"""
"""Makersify""","""Europe""","""United_Kingdom""","""TT Motor Bi-Metal Gearbox - 1:90 Gear Ratio""","""Skinny Wheel for TT DC Gearbox Motors"""
"""Makersify""","""Europe""","""United_Kingdom""","""Ultra Bright 3 Watt Chainable NeoPixel LED - WS2811""","""3-pin JST SM Plug + Receptacle Cable Set"""
"""Makersify""","""Europe""","""United_Kingdom""","""USB to 2.1mm DC Booster Cable - 9V""","""2.1mm to 2.5mm DC Barrel Plug Adapter"""
"""Makersify""","""Europe""","""United_Kingdom""","""USB to 5.5mm / 2.1mm DC Booster Cable - 12V Output""","""2.1mm to 2.5mm DC Barrel Plug Adapter"""
"""Málna PC Magyarország""","""Europe""","""Hungary""","""Adafruit CSI or DSI Cable Extender Thingy for Raspberry Pi""","""Flex Cable for Raspberry Pi Camera or Display - 2 meters"""
"""Málna PC Magyarország""","""Europe""","""Hungary""","""Adafruit CSI or DSI Cable Extender Thingy for Raspberry Pi""","""Flex Cable for Raspberry Pi Camera or Display - 300mm / 12\"""""
"""Málna PC Magyarország""","""Europe""","""Hungary""","""Adafruit Feather M0 RFM69HCW Packet Radio - 868 or 915 MHz - RadioFruit""","""SMA to uFL/u.FL/IPX/IPEX RF Adapter Cable"""
"""Málna PC Magyarország""","""Europe""","""Hungary""","""Adafruit STEMMA Soil Sensor - I2C Capacitive Moisture Sensor - JST PH 2mm""","""JST PH 2mm 4-Pin to Male Header Cable - I2C STEMMA Cable - 200mm"""
"""Málna PC Magyarország""","""Europe""","""Hungary""","""Flex Cable for Raspberry Pi Camera or Display - 2 meters""","""Adafruit CSI or DSI Cable Extender Thingy for Raspberry Pi"""
"""Málna PC Magyarország""","""Europe""","""Hungary""","""Flex Cable for Raspberry Pi Camera or Display - 300mm / 12\""""","""Adafruit CSI or DSI Cable Extender Thingy for Raspberry Pi"""
"""Málna PC Magyarország""","""Europe""","""Hungary""","""Raspberry Pi Zero FPC Camera Cable - 30cm long""","""Adafruit CSI or DSI Cable Extender Thingy for Raspberry Pi"""
"""Málna PC Magyarország""","""Europe""","""Hungary""","""SWD (2x5 1.27mm) Cable Breakout Board""","""10-pin 2x5 Socket-Socket 1.27mm IDC (SWD) Cable - 150mm long"""
"""Málna PC Magyarország""","""Europe""","""Hungary""","""TFP401 HDMI/DVI Decoder to 40-Pin TTL Breakout - Without Touch""","""40-pin FPC Extension Board + 200mm Cable"""
"""Málna PC Magyarország""","""Europe""","""Hungary""","""Thru-hole 5-way Navigation switch""","""Small Arcade Joystick"""
"""Media ehf""","""Europe""","""Iceland""","""16mm 10MP Telephoto Lens for Raspberry Pi HQ Camera - 10MP""","""6mm 3MP Wide Angle Lens for Raspberry Pi HQ Camera - 3MP"""
"""Media ehf""","""Europe""","""Iceland""","""16mm 10MP Telephoto Lens for Raspberry Pi HQ Camera - 10MP""","""Raspberry Pi High Quality HQ Camera - 12MP"""
"""Media ehf""","""Europe""","""Iceland""","""6mm 3MP Wide Angle Lens for Raspberry Pi HQ Camera - 3MP""","""16mm 10MP Telephoto Lens for Raspberry Pi HQ Camera - 10MP"""
"""Media ehf""","""Europe""","""Iceland""","""6mm 3MP Wide Angle Lens for Raspberry Pi HQ Camera - 3MP""","""Raspberry Pi High Quality HQ Camera - 12MP"""
"""Media ehf""","""Europe""","""Iceland""","""Raspberry Pi High Quality HQ Camera - 12MP""","""16mm 10MP Telephoto Lens for Raspberry Pi HQ Camera - 10MP"""
"""Media ehf""","""Europe""","""Iceland""","""Raspberry Pi High Quality HQ Camera - 12MP""","""6mm 3MP Wide Angle Lens for Raspberry Pi HQ Camera - 3MP"""
"""MicroControleur Hobby""","""Europe""","""Belgium""","""Adafruit 16-Channel PWM / Servo HAT for Raspberry Pi - Mini Kit""","""5V 2A (2000mA) switching power supply - UL Listed"""
"""MicroControleur Hobby""","""Europe""","""Belgium""","""Adafruit CLUE - nRF52840 Express with Bluetooth LE""","""3 x AAA Battery Holder with On/Off Switch and 2-Pin JST"""
"""MicroControleur Hobby""","""Europe""","""Belgium""","""Adafruit Ethernet FeatherWing""","""PoE Splitter with MicroUSB Plug - Isolated 12W - 5V 2.4 Amp"""
"""MicroControleur Hobby""","""Europe""","""Belgium""","""Adafruit Pro Trinket - 5V 16MHz""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""MicroControleur Hobby""","""Europe""","""Belgium""","""HDMI 5\"" Display Backpack - Without Touch""","""Micro B USB 2-Way Y Splitter Cable"""
"""MicroControleur Hobby""","""Europe""","""Belgium""","""NeoPixel RGBW LEDs w/ Integrated Driver Chip - Natural White - ~4500K - White Casing - 10 Pack""","""5050 LED breakout PCB - 10 pack!"""
"""MicroControleur Hobby""","""Europe""","""Belgium""","""PJRC Teensy 4.0 USB Development Board""","""Break-away 0.1\"" 36-pin strip male header - Black - 10 pack"""
"""Mikrotron""","""Europe""","""Croatia""","""Brass Heat-Set Inserts for Plastic - M3 x 3mm - 50 pack""","""Brass Heat-Set Inserts for Plastic - M3 x 4mm - 50 pack"""
"""Mikrotron""","""Europe""","""Croatia""","""Brass Heat-Set Inserts for Plastic - M3 x 4mm - 50 pack""","""Brass Heat-Set Inserts for Plastic - M3 x 3mm - 50 pack"""
"""Opencircuit""","""Europe""","""Netherlands""","""Adafruit Feather HUZZAH with ESP8266 - Loose Headers""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Opencircuit""","""Europe""","""Netherlands""","""Adafruit Feather HUZZAH with ESP8266 - Loose Headers""","""Lithium Ion Polymer Battery Ideal For Feathers - 3.7V 400mAh"""
"""Opencircuit""","""Europe""","""Netherlands""","""Adafruit Feather M0 Express - ATSAMD21 Cortex M0""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Opencircuit""","""Europe""","""Netherlands""","""Adafruit Feather M0 Express - ATSAMD21 Cortex M0""","""Lithium Ion Polymer Battery Ideal For Feathers - 3.7V 400mAh"""
"""Opencircuit""","""Europe""","""Netherlands""","""Adafruit PT100 RTD Temperature Sensor Amplifier - MAX31865""","""Platinum RTD Sensor - PT100 - 3 Wire 1 meter long"""
"""Opencircuit""","""Europe""","""Netherlands""","""FeatherS2 - ESP32-S2 Feather Development Board""","""Lithium Ion Polymer Battery Ideal For Feathers - 3.7V 400mAh"""
"""Opencircuit""","""Europe""","""Netherlands""","""Platinum RTD Sensor - PT100 - 3 Wire 1 meter long""","""Adafruit PT100 RTD Temperature Sensor Amplifier - MAX31865"""
"""Paradisetronic.com""","""Europe""","""Germany""","""Adafruit ItsyBitsy 32u4 - 5V 16MHz""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""Paradisetronic.com""","""Europe""","""Germany""","""Adafruit ItsyBitsy M4 Express featuring ATSAMD51""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""Paradisetronic.com""","""Europe""","""Germany""","""Adafruit NeoTrellis M4 Mainboard - featuring SAMD51""","""NeoTrellis M4 Acrylic Enclosure Kit"""
"""Paradisetronic.com""","""Europe""","""Germany""","""Adafruit Pro Trinket - 5V 16MHz""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""Paradisetronic.com""","""Europe""","""Germany""","""Adafruit RGB Matrix Featherwing Kit - For RP2040, M0 and M4 Feathers""","""32x32 RGB LED Matrix Panel - 5mm Pitch"""
"""PiLover""","""Europe""","""Italy""","""Adafruit I2C QT Rotary Encoder with NeoPixel - STEMMA QT / Qwiic""","""Rotary Encoder + Extras"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit 7-Segment LED Matrix Backpack - STEMMA QT / qwiic""","""Green 7-segment clock display - 0.56\"" digit height"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit AirLift FeatherWing – ESP32 WiFi Co-Processor""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Animated Eyes Bonnet for Raspberry Pi Mini Kit - Without Displays""","""Adafruit 1.44\"" Color TFT LCD Display with MicroSD Card breakout - ST7735R"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Animated Eyes Bonnet for Raspberry Pi Mini Kit - Without Displays""","""Convex Glass Lens with Edge - 40mm Diameter"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Animated Eyes Bonnet for Raspberry Pi Mini Kit - Without Displays""","""OLED Breakout Board - 16-bit Color 1.5\"" w/microSD holder"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Bonsai Buckaroo - micro:bit & CLUE Plant Care Helper""","""Adafruit CLUE - nRF52840 Express with Bluetooth LE"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit DRV2605L Haptic Motor Controller""","""Vibrating Mini Motor Disc"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather 32u4 Bluefruit LE""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather 32u4 Bluefruit LE""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather 32u4 Bluefruit LE""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather 32u4 RFM69HCW Packet Radio - 868 or 915 MHz - RadioFruit""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather 32u4 RFM69HCW Packet Radio - 868 or 915 MHz - RadioFruit""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather 32u4 RFM69HCW Packet Radio - 868 or 915 MHz - RadioFruit""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather 32u4 RFM95 LoRa Radio- 868 or 915 MHz - RadioFruit""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather 32u4 RFM95 LoRa Radio- 868 or 915 MHz - RadioFruit""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather 32u4 RFM95 LoRa Radio- 868 or 915 MHz - RadioFruit""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather 32u4 RFM96 LoRa Radio - 433MHz - RadioFruit""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather 32u4 RFM96 LoRa Radio - 433MHz - RadioFruit""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather 32u4 RFM96 LoRa Radio - 433MHz - RadioFruit""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather 32u4 with RFM69HCW Packet Radio - 433MHz - RadioFruit""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather 32u4 with RFM69HCW Packet Radio - 433MHz - RadioFruit""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather 32u4 with RFM69HCW Packet Radio - 433MHz - RadioFruit""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather HUZZAH with ESP8266 - Loose Headers""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather HUZZAH with ESP8266 - Loose Headers""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather HUZZAH with ESP8266 - Loose Headers""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather M0 Adalogger""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather M0 Adalogger""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather M0 Adalogger""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather M0 Basic Proto - ATSAMD21 Cortex M0""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather M0 Basic Proto - ATSAMD21 Cortex M0""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather M0 Basic Proto - ATSAMD21 Cortex M0""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather M0 Express - ATSAMD21 Cortex M0""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather M0 Express - ATSAMD21 Cortex M0""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather M0 Express - ATSAMD21 Cortex M0""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather M0 RFM96 LoRa Radio - 433MHz - RadioFruit""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather M0 RFM96 LoRa Radio - 433MHz - RadioFruit""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather M0 RFM96 LoRa Radio - 433MHz - RadioFruit""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather M0 WiFi - ATSAMD21 + ATWINC1500""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather M0 WiFi - ATSAMD21 + ATWINC1500""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather M0 WiFi - ATSAMD21 + ATWINC1500""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather nRF52 Bluefruit LE - nRF52832""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather nRF52 Bluefruit LE - nRF52832""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather nRF52 Bluefruit LE - nRF52832""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather RP2040 - Pink""","""Adafruit FeatherWing OLED - 128x32 OLED Add-on For Feather"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather RP2040 - Pink""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Feather STM32F405 Express""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit FONA 3G Cellular Breakout - European version""","""Slim Sticker-type GSM/Cellular Quad-Band Antenna - 3dBi uFL"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit FONA 808 - Mini Cellular GSM + GPS Breakout""","""Slim Sticker-type GSM/Cellular Quad-Band Antenna - 3dBi uFL"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit FONA - Mini Cellular GSM Breakout - SMA Version - v1""","""Right-angle Mini GSM/Cellular Quad-Band Antenna - 2dBi SMA Plug"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit FONA - Mini Cellular GSM Breakout uFL Version""","""Slim Sticker-type GSM/Cellular Quad-Band Antenna - 3dBi uFL"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit FONA - Mini Cellular GSM Breakout uFL Version""","""SMA to uFL/u.FL/IPX/IPEX RF Adapter Cable"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit HalloWing M0 Express""","""Convex Glass Lens with Edge - 40mm Diameter"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit HUZZAH32 – ESP32 Feather Board""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit HUZZAH32 – ESP32 Feather Board""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit HUZZAH32 – ESP32 Feather Board""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit ItsyBitsy 32u4 - 3V 8MHz""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit ItsyBitsy 32u4 - 5V 16MHz""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit ItsyBitsy M4 Express featuring ATSAMD51""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit LoRa Radio Bonnet with OLED - RFM95W @ 915MHz - RadioFruit""","""SMA to uFL/u.FL/IPX/IPEX RF Adapter Cable"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit LoRa Radio FeatherWing - RFM95W 900 MHz - RadioFruit""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit LoRa Radio FeatherWing - RFM95W 900 MHz - RadioFruit""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit LoRa Radio FeatherWing - RFM95W 900 MHz - RadioFruit""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit MONSTER M4SK - DIY Electronic Eyes Mask""","""Convex Glass Lens with Edge - 40mm Diameter"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit MONSTER M4SK - DIY Electronic Eyes Mask""","""Convex Plastic Lens with Edge - 40mm Diameter"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Pro Trinket - 3V 12MHz""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Pro Trinket - 5V 16MHz""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit PyGamer for MakeCode Arcade, CircuitPython or Arduino""","""Adafruit PyGamer Acrylic Enclosure Kit"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit PyGamer for MakeCode Arcade, CircuitPython or Arduino""","""Mini Oval Speaker with Short Wires - 8 Ohm 1 Watt"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit PyPortal - CircuitPython Powered Internet Display""","""Adafruit PyPortal Desktop Stand Enclosure Kit"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit PyPortal Desktop Stand Enclosure Kit""","""Adafruit PyPortal - CircuitPython Powered Internet Display"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit QT Py ESP32-S2 WiFi Dev Board with uFL Antenna Port - STEMMA QT""","""2.4GHz Mini Flexible WiFi Antenna with uFL Connector - 100mm"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit QT Py RP2040""","""Monochrome 0.91\"" 128x32 I2C OLED Display - STEMMA QT / Qwiic"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit QT Py RP2040""","""Monochrome 1.3\"" 128x64 OLED graphic display - STEMMA QT / Qwiic"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit QT Py - SAMD21 Dev Board with STEMMA QT""","""Monochrome 0.91\"" 128x32 I2C OLED Display - STEMMA QT / Qwiic"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit QT Py - SAMD21 Dev Board with STEMMA QT""","""Monochrome 1.3\"" 128x64 OLED graphic display - STEMMA QT / Qwiic"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Radio FeatherWing - RFM69HCW 433MHz - RadioFruit""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Radio FeatherWing - RFM69HCW 433MHz - RadioFruit""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Radio FeatherWing - RFM69HCW 433MHz - RadioFruit""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit RFM69HCW Transceiver Radio Bonnet - 868 or 915 MHz - RadioFruit""","""SMA to uFL/u.FL/IPX/IPEX RF Adapter Cable"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Triple-axis Magnetometer - LIS2MDL - STEMMA QT / Qwiic""","""Adafruit LSM6DSOX 6 DoF Accelerometer and Gyroscope - STEMMA QT / Qwiic"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Ultimate GPS FeatherWing""","""GPS Antenna - External Active Antenna - 3-5V 28dB 5 Meter SMA"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Ultimate GPS FeatherWing""","""SMA to uFL/u.FL/IPX/IPEX RF Adapter Cable"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Ultimate GPS HAT for Raspberry Pi A+/B+/Pi 2/3/Pi 4 - Mini Kit""","""GPS Antenna - External Active Antenna - 3-5V 28dB 5 Meter SMA"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Ultimate GPS HAT for Raspberry Pi A+/B+/Pi 2/3/Pi 4 - Mini Kit""","""SMA to uFL/u.FL/IPX/IPEX RF Adapter Cable"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Ultimate GPS with USB - 66 channel w/10 Hz updates""","""GPS Antenna - External Active Antenna - 3-5V 28dB 5 Meter SMA"""
