"buyingcomp","compregion","compcountry","product","complementprod"
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit Feather M0 Adalogger""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit Feather M0 Express - ATSAMD21 Cortex M0""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit Feather M0 Express - ATSAMD21 Cortex M0""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit Feather M0 Express - ATSAMD21 Cortex M0""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit Feather M0 RFM96 LoRa Radio - 433MHz - RadioFruit""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit Feather M0 RFM96 LoRa Radio - 433MHz - RadioFruit""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit Feather M0 RFM96 LoRa Radio - 433MHz - RadioFruit""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit Feather M0 WiFi - ATSAMD21 + ATWINC1500""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit Feather M0 WiFi - ATSAMD21 + ATWINC1500""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit Feather M0 WiFi - ATSAMD21 + ATWINC1500""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit FONA 3G Cellular Breakout - European version""","""Slim Sticker-type GSM/Cellular Quad-Band Antenna - 3dBi uFL"""
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit FONA 808 - Mini Cellular GSM + GPS Breakout""","""Passive GPS Antenna uFL - 15mm x 15mm 1 dBi gain"""
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit FONA 808 - Mini Cellular GSM + GPS Breakout""","""Slim Sticker-type GSM/Cellular Quad-Band Antenna - 3dBi uFL"""
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit FONA 808 Shield - Mini Cellular GSM + GPS for Arduino""","""Passive GPS Antenna uFL - 15mm x 15mm 1 dBi gain"""
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit FONA 808 Shield - Mini Cellular GSM + GPS for Arduino""","""Slim Sticker-type GSM/Cellular Quad-Band Antenna - 3dBi uFL"""
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit HUZZAH32 – ESP32 Feather Board""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit HUZZAH32 – ESP32 Feather Board""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit HUZZAH32 – ESP32 Feather Board""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit ItsyBitsy M4 Express featuring ATSAMD51""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit PT100 RTD Temperature Sensor Amplifier - MAX31865""","""Platinum RTD Sensor - PT100 - 3 Wire 1 meter long"""
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit QT Py ESP32-S2 WiFi Dev Board with uFL Antenna Port - STEMMA QT""","""2.4GHz Mini Flexible WiFi Antenna with uFL Connector - 100mm"""
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit RFM95W LoRa Radio Transceiver Breakout - 868 or 915 MHz - RadioFruit""","""Edge-Launch SMA Connector for 1.6mm / 0.062\"" Thick PCBs"""
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit RFM95W LoRa Radio Transceiver Breakout - 868 or 915 MHz - RadioFruit""","""uFL SMT Antenna Connector"""
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit Ultimate GPS with USB - 66 channel w/10 Hz updates""","""GPS Antenna - External Active Antenna - 3-5V 28dB 5 Meter SMA"""
"""EXP-Tech""","""Europe""","""Germany""","""Adafruit Universal Thermocouple Amplifier MAX31856 Breakout""","""Thermocouple Type-K Glass Braid Insulated Stainless Steel Tip"""
"""EXP-Tech""","""Europe""","""Germany""","""NeoPixel FeatherWing - 4x8 RGB LED Add-on For All Feather Boards""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""EXP-Tech""","""Europe""","""Germany""","""NeoPixel FeatherWing - 4x8 RGB LED Add-on For All Feather Boards""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""EXP-Tech""","""Europe""","""Germany""","""Platinum RTD Sensor - PT100 - 3 Wire 1 meter long""","""Adafruit PT100 RTD Temperature Sensor Amplifier - MAX31865"""
"""EXP-Tech""","""Europe""","""Germany""","""SWD (2x5 1.27mm) Cable Breakout Board""","""10-pin 2x5 Socket-Socket 1.27mm IDC (SWD) Cable - 150mm long"""
"""EXP-Tech""","""Europe""","""Germany""","""Thermocouple Amplifier MAX31855 breakout board (MAX6675 upgrade)""","""Thermocouple Type-K Glass Braid Insulated Stainless Steel Tip"""
"""EXP-Tech""","""Europe""","""Germany""","""Thermocouple Type-K Glass Braid Insulated Stainless Steel Tip""","""Adafruit Universal Thermocouple Amplifier MAX31856 Breakout"""
"""EXP-Tech""","""Europe""","""Germany""","""Thermocouple Type-K Glass Braid Insulated Stainless Steel Tip""","""Thermocouple Amplifier MAX31855 breakout board (MAX6675 upgrade)"""
"""Gotron BVBA""","""Europe""","""Belgium""","""Adafruit Feather HUZZAH with ESP8266 - Loose Headers""","""Lithium Ion Polymer Battery - 3.7v 500mAh"""
"""Gotron BVBA""","""Europe""","""Belgium""","""Adafruit Feather M0 Adalogger""","""Lithium Ion Polymer Battery - 3.7v 500mAh"""
"""Gotron BVBA""","""Europe""","""Belgium""","""Adafruit HUZZAH ESP8266 Breakout""","""USB to TTL Serial Cable - Debug / Console Cable for Raspberry Pi"""
"""Go Tronic""","""Europe""","""France""","""Adafruit 16-Channel 12-bit PWM/Servo Shield - I2C interface""","""Shield stacking headers for Arduino (R3 Compatible)"""
"""Go Tronic""","""Europe""","""France""","""Adafruit Feather M0 RFM69HCW Packet Radio - 868 or 915 MHz - RadioFruit""","""uFL SMT Antenna Connector"""
"""Go Tronic""","""Europe""","""France""","""Adafruit HUZZAH ESP8266 Breakout""","""USB to TTL Serial Cable - Debug / Console Cable for Raspberry Pi"""
"""Go Tronic""","""Europe""","""France""","""Adafruit ItsyBitsy 32u4 - 5V 16MHz""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""Go Tronic""","""Europe""","""France""","""Adafruit QT Py RP2040""","""Monochrome 1.3\"" 128x64 OLED graphic display - STEMMA QT / Qwiic"""
"""Go Tronic""","""Europe""","""France""","""Adafruit Wave Shield for Arduino Kit - v1.1""","""Shield stacking headers for Arduino (R3 Compatible)"""
"""Go Tronic""","""Europe""","""France""","""ESP32-S2-WROVER-I Module with uFL - 4 MB flash and 2 MB PSRAM""","""RP-SMA to uFL/u.FL/IPX/IPEX RF Adapter Cable"""
"""GRobotronics""","""Europe""","""Greece""","""Adafruit PT100 RTD Temperature Sensor Amplifier - MAX31865""","""Platinum RTD Sensor - PT100 - 3 Wire 1 meter long"""
"""GRobotronics""","""Europe""","""Greece""","""Platinum RTD Sensor - PT100 - 3 Wire 1 meter long""","""Adafruit PT100 RTD Temperature Sensor Amplifier - MAX31865"""
"""Industrial Shields""","""Europe""","""Spain""","""Adafruit RFM95W LoRa Radio Transceiver Breakout - 868 or 915 MHz - RadioFruit""","""uFL SMT Antenna Connector"""
"""Kamami""","""Europe""","""Poland""","""Adafruit ItsyBitsy M4 Express featuring ATSAMD51""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""Kamami""","""Europe""","""Poland""","""Adafruit Pro Trinket - 3V 12MHz""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""Kamami""","""Europe""","""Poland""","""Adafruit QT Py RP2040""","""Monochrome 0.91\"" 128x32 I2C OLED Display - STEMMA QT / Qwiic"""
"""Kiwi Electronics""","""Europe""","""Netherlands""","""Adafruit 16-Channel 12-bit PWM/Servo Shield - I2C interface""","""Shield stacking headers for Arduino (R3 Compatible)"""
"""Kiwi Electronics""","""Europe""","""Netherlands""","""Adafruit Assembled Data Logging shield for Arduino""","""Shield stacking headers for Arduino (R3 Compatible)"""
"""Kiwi Electronics""","""Europe""","""Netherlands""","""Adafruit Feather 32u4 Adalogger""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Kiwi Electronics""","""Europe""","""Netherlands""","""Adafruit Feather 32u4 Bluefruit LE""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Kiwi Electronics""","""Europe""","""Netherlands""","""Adafruit Feather 32u4 RFM95 LoRa Radio- 868 or 915 MHz - RadioFruit""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Kiwi Electronics""","""Europe""","""Netherlands""","""Adafruit Feather 32u4 RFM95 LoRa Radio- 868 or 915 MHz - RadioFruit""","""uFL SMT Antenna Connector"""
"""Kiwi Electronics""","""Europe""","""Netherlands""","""Adafruit Feather HUZZAH with ESP8266 - Loose Headers""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Kiwi Electronics""","""Europe""","""Netherlands""","""Adafruit Feather M0 Adalogger""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Kiwi Electronics""","""Europe""","""Netherlands""","""Adafruit Feather M0 Basic Proto - ATSAMD21 Cortex M0""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Kiwi Electronics""","""Europe""","""Netherlands""","""Adafruit Feather M0 RFM96 LoRa Radio - 433MHz - RadioFruit""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Kiwi Electronics""","""Europe""","""Netherlands""","""Adafruit Feather nRF52 Bluefruit LE - nRF52832""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Kiwi Electronics""","""Europe""","""Netherlands""","""Adafruit Feather RP2040 - Pink""","""Adafruit FeatherWing OLED - 128x32 OLED Add-on For Feather"""
"""Kiwi Electronics""","""Europe""","""Netherlands""","""Adafruit HUZZAH32 – ESP32 Feather Board""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Kiwi Electronics""","""Europe""","""Netherlands""","""Adafruit PyPortal - CircuitPython Powered Internet Display""","""Adafruit PyPortal Desktop Stand Enclosure Kit"""
"""Kiwi Electronics""","""Europe""","""Netherlands""","""Adafruit PyPortal Desktop Stand Enclosure Kit""","""Adafruit PyPortal - CircuitPython Powered Internet Display"""
"""Kiwi Electronics""","""Europe""","""Netherlands""","""Adafruit Wave Shield for Arduino Kit - v1.1""","""Shield stacking headers for Arduino (R3 Compatible)"""
"""Letmeknow""","""Europe""","""France""","""24-pin 0.5mm FFC / FPC Extender""","""24-pin eInk / ePaper Extension Cable 0.5mm Pitch - 25cm Long"""
"""Letmeknow""","""Europe""","""France""","""24-pin eInk / ePaper Extension Cable 0.5mm Pitch - 25cm Long""","""24-pin 0.5mm FFC / FPC Extender"""
"""Letmeknow""","""Europe""","""France""","""Adafruit 16x9 Charlieplexed PWM LED Matrix Driver - IS31FL3731""","""LED Charlieplexed Matrix - 9x16 LEDs - Blue"""
"""Letmeknow""","""Europe""","""France""","""Adafruit 16x9 Charlieplexed PWM LED Matrix Driver - IS31FL3731""","""LED Charlieplexed Matrix - 9x16 LEDs - Red"""
"""Letmeknow""","""Europe""","""France""","""Adafruit CRICKIT HAT for Raspberry Pi""","""5V 4A (4000mA) switching power supply - UL Listed"""
"""Letmeknow""","""Europe""","""France""","""Adafruit eInk Feather Friend with 32KB SRAM""","""Lithium Ion Polymer Battery - 3.7v 500mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit eInk Feather Friend with 32KB SRAM""","""Lithium Ion Polymer Battery Ideal For Feathers - 3.7V 400mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit eInk Feather Friend with 32KB SRAM""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Letmeknow""","""Europe""","""France""","""Adafruit ESP32-S2 Feather with BME280 Sensor - STEMMA QT - 4MB Flash + 2 MB PSRAM""","""Lithium Ion Polymer Battery Ideal For Feathers - 3.7V 400mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather 32u4 RFM96 LoRa Radio - 433MHz - RadioFruit""","""Lithium Ion Polymer Battery - 3.7v 1200mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather 32u4 RFM96 LoRa Radio - 433MHz - RadioFruit""","""Lithium Ion Polymer Battery - 3.7v 500mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather 32u4 RFM96 LoRa Radio - 433MHz - RadioFruit""","""Lithium Ion Polymer Battery Ideal For Feathers - 3.7V 400mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather 32u4 RFM96 LoRa Radio - 433MHz - RadioFruit""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather 32u4 RFM96 LoRa Radio - 433MHz - RadioFruit""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather HUZZAH with ESP8266 - Loose Headers""","""Lithium Ion Polymer Battery - 3.7v 150mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather HUZZAH with ESP8266 - Loose Headers""","""Lithium Ion Polymer Battery - 3.7v 500mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather HUZZAH with ESP8266 - Loose Headers""","""Lithium Ion Polymer Battery Ideal For Feathers - 3.7V 400mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather HUZZAH with ESP8266 - Loose Headers""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather HUZZAH with ESP8266 - Loose Headers""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather M0 Basic Proto - ATSAMD21 Cortex M0""","""Lithium Ion Polymer Battery - 3.7v 150mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather M0 Basic Proto - ATSAMD21 Cortex M0""","""Lithium Ion Polymer Battery - 3.7v 500mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather M0 Basic Proto - ATSAMD21 Cortex M0""","""Lithium Ion Polymer Battery Ideal For Feathers - 3.7V 400mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather M0 Basic Proto - ATSAMD21 Cortex M0""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather M0 Basic Proto - ATSAMD21 Cortex M0""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather M0 Express - ATSAMD21 Cortex M0""","""Lithium Ion Polymer Battery - 3.7v 150mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather M0 Express - ATSAMD21 Cortex M0""","""Lithium Ion Polymer Battery - 3.7v 500mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather M0 Express - ATSAMD21 Cortex M0""","""Lithium Ion Polymer Battery Ideal For Feathers - 3.7V 400mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather M0 Express - ATSAMD21 Cortex M0""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather M0 Express - ATSAMD21 Cortex M0""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather M4 Express - Featuring ATSAMD51 - ATSAMD51 Cortex M4""","""Lithium Ion Polymer Battery - 3.7v 500mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather M4 Express - Featuring ATSAMD51 - ATSAMD51 Cortex M4""","""Lithium Ion Polymer Battery Ideal For Feathers - 3.7V 400mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather nRF52840 Express""","""Lithium Ion Polymer Battery - 3.7v 500mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather nRF52840 Express""","""Lithium Ion Polymer Battery Ideal For Feathers - 3.7V 400mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather RP2040 - Pink""","""Adafruit FeatherWing OLED - 128x32 OLED Add-on For Feather"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather RP2040 - Pink""","""Lithium Ion Polymer Battery - 3.7v 500mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather RP2040 - Pink""","""Lithium Ion Polymer Battery Ideal For Feathers - 3.7V 400mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather RP2040 - Pink""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather STM32F405 Express""","""Lithium Ion Polymer Battery - 3.7v 500mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather STM32F405 Express""","""Lithium Ion Polymer Battery Ideal For Feathers - 3.7V 400mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Feather STM32F405 Express""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Letmeknow""","""Europe""","""France""","""Adafruit FONA 3G Cellular Breakout - European version""","""Lithium Ion Polymer Battery - 3.7v 1200mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit HUZZAH32 – ESP32 Feather Board""","""Lithium Ion Polymer Battery - 3.7v 150mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit HUZZAH32 – ESP32 Feather Board""","""Lithium Ion Polymer Battery - 3.7v 500mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit HUZZAH32 – ESP32 Feather Board""","""Lithium Ion Polymer Battery Ideal For Feathers - 3.7V 400mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit HUZZAH32 – ESP32 Feather Board""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""Letmeknow""","""Europe""","""France""","""Adafruit HUZZAH32 – ESP32 Feather Board""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Letmeknow""","""Europe""","""France""","""Adafruit ItsyBitsy 32u4 - 5V 16MHz""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""Letmeknow""","""Europe""","""France""","""Adafruit ItsyBitsy M4 Express featuring ATSAMD51""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""Letmeknow""","""Europe""","""France""","""Adafruit LC709203F LiPoly / LiIon Fuel Gauge and Battery Monitor - STEMMA JST PH & QT / Qwiic""","""Lithium Ion Cylindrical Battery - 3.7v 2200mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit LC709203F LiPoly / LiIon Fuel Gauge and Battery Monitor - STEMMA JST PH & QT / Qwiic""","""Lithium Ion Polymer Battery - 3.7v 1200mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit LC709203F LiPoly / LiIon Fuel Gauge and Battery Monitor - STEMMA JST PH & QT / Qwiic""","""Lithium Ion Polymer Battery - 3.7v 500mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy""","""Lithium Ion Polymer Battery - 3.7v 150mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy""","""Lithium Ion Polymer Battery - 3.7v 500mAh"""
"""Letmeknow""","""Europe""","""France""","""Adafruit LoRa Radio Bonnet with OLED - RFM95W @ 915MHz - RadioFruit""","""SMA to uFL/u.FL/IPX/IPEX RF Adapter Cable"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Matrix Portal - CircuitPython Powered Internet Display""","""64x32 RGB LED Matrix - 4mm pitch"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Matrix Portal - CircuitPython Powered Internet Display""","""Medium 16x32 RGB LED matrix panel - 6mm Pitch"""
"""Letmeknow""","""Europe""","""France""","""Adafruit PiTFT Plus 320x240 2.8\"" TFT + Capacitive Touchscreen""","""Faceplate and Buttons Pack for 2.8\"" PiTFTs - Raspberry Pi B+ / Pi 2"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Pro Trinket - 5V 16MHz""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""Letmeknow""","""Europe""","""France""","""Adafruit STEMMA Soil Sensor - I2C Capacitive Moisture Sensor - JST PH 2mm""","""JST PH 2mm 4-Pin to Male Header Cable - I2C STEMMA Cable - 200mm"""
"""Letmeknow""","""Europe""","""France""","""Adafruit Ultimate GPS FeatherWing""","""SMA to uFL/u.FL/IPX/IPEX RF Adapter Cable"""
"""Letmeknow""","""Europe""","""France""","""Arduino Pro Mini 328 - 5V/16 MHz""","""FTDI Serial TTL-232 USB Cable"""
"""Letmeknow""","""Europe""","""France""","""Audio Adapter Board for Teensy 4.0""","""PJRC Teensy 4.0 USB Development Board"""
"""Letmeknow""","""Europe""","""France""","""FeatherS2 - ESP32-S2 Feather Development Board""","""Lithium Ion Polymer Battery - 3.7v 500mAh"""
"""Letmeknow""","""Europe""","""France""","""FeatherS2 - ESP32-S2 Feather Development Board""","""Lithium Ion Polymer Battery Ideal For Feathers - 3.7V 400mAh"""
"""Letmeknow""","""Europe""","""France""","""LED Charlieplexed Matrix - 9x16 LEDs - Blue""","""Adafruit 16x9 Charlieplexed PWM LED Matrix Driver - IS31FL3731"""
"""Letmeknow""","""Europe""","""France""","""LED Charlieplexed Matrix - 9x16 LEDs - Red""","""Adafruit 16x9 Charlieplexed PWM LED Matrix Driver - IS31FL3731"""
"""Letmeknow""","""Europe""","""France""","""LEGO compatible Brick Bracket for DC Gearbox \""TT\"" Motor""","""TT Motor Bi-Metal Gearbox - 1:90 Gear Ratio"""
"""Letmeknow""","""Europe""","""France""","""Mini Thermal Receipt Printer""","""Thermal paper roll - 50 long, 2.25\"" wide"""
"""Letmeknow""","""Europe""","""France""","""Paddle Wheel Pack for TT Gearbox Motor""","""TT Motor Bi-Metal Gearbox - 1:90 Gear Ratio"""
"""Letmeknow""","""Europe""","""France""","""PJRC Teensy 4.0 USB Development Board""","""Audio Adapter Board for Teensy 4.0"""
"""Lextronic""","""Europe""","""France""","""Adafruit CSI or DSI Cable Extender Thingy for Raspberry Pi""","""Flex Cable for Raspberry Pi Camera or Display - 2 meters"""
"""Lextronic""","""Europe""","""France""","""Adafruit PyGamer for MakeCode Arcade, CircuitPython or Arduino""","""Adafruit PyGamer Acrylic Enclosure Kit"""
"""Lextronic""","""Europe""","""France""","""Flex Cable for Raspberry Pi Camera or Display - 2 meters""","""Adafruit CSI or DSI Cable Extender Thingy for Raspberry Pi"""
"""MAKERSHOP.DE""","""Europe""","""Germany""","""Adafruit Pro Trinket - 5V 16MHz""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""Makersify""","""Europe""","""United_Kingdom""","""24-pin 0.5mm FFC / FPC Extender""","""24-pin eInk / ePaper Extension Cable 0.5mm Pitch - 25cm Long"""
"""Makersify""","""Europe""","""United_Kingdom""","""24-pin eInk / ePaper Extension Cable 0.5mm Pitch - 25cm Long""","""24-pin 0.5mm FFC / FPC Extender"""
"""Makersify""","""Europe""","""United_Kingdom""","""2.9\"" Flexible 296x128 Monochrome eInk / ePaper Display - UC8151D Chipset""","""Adafruit eInk Breakout Friend with 32KB SRAM"""
"""Makersify""","""Europe""","""United_Kingdom""","""3.3V 800mA Linear Voltage Regulator - LD1117-3.3 TO-220""","""0.1uF ceramic capacitors - 10 pack"""
"""Makersify""","""Europe""","""United_Kingdom""","""3.3V 800mA Linear Voltage Regulator - LD1117-3.3 TO-220""","""10uF 50V Electrolytic Capacitors - Pack of 10"""
"""Makersify""","""Europe""","""United_Kingdom""","""3-Bladed Trifoil Propeller Fan for DC Motor""","""DC Toy / Hobby Motor - 130 Size"""
"""Makersify""","""Europe""","""United_Kingdom""","""3x AA Battery Holder with On/Off Switch and 2-Pin JST""","""Alkaline AA batteries (LR6) - 3 pack"""
"""Makersify""","""Europe""","""United_Kingdom""","""40-pin FPC to Straight 2x20 IDC Female Socket Header""","""40-pin FPC Extension Board + 200mm Cable"""
"""Makersify""","""Europe""","""United_Kingdom""","""5.0V 250mA Linear Voltage Regulator - L4931-5.0 TO-92""","""0.1uF ceramic capacitors - 10 pack"""
"""Makersify""","""Europe""","""United_Kingdom""","""5.0V 250mA Linear Voltage Regulator - L4931-5.0 TO-92""","""10uF 50V Electrolytic Capacitors - Pack of 10"""
"""Makersify""","""Europe""","""United_Kingdom""","""900Mhz Antenna Kit - For LoPy, LoRa, etc""","""uFL SMT Antenna Connector"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit 14-segment LED Alphanumeric Backpack""","""Dual Alphanumeric Display - Blue 0.54\"" Digit Height - Pack of 2"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit 14-segment LED Alphanumeric Backpack""","""Dual Alphanumeric Display - Green 0.54\"" Digit Height - Pack of 2"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit 14-segment LED Alphanumeric Backpack""","""Dual Alphanumeric Display - Red 0.54\"" Digit Height - Pack of 2"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit 14-segment LED Alphanumeric Backpack""","""Dual Alphanumeric Display -Yellow 0.54\"" Digit Height - Pack of 2"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit 1.9\"" 320x170 Color IPS TFT Display - ST7789""","""EYESPI Cable - 18 Pin 100mm long Flex PCB (FPC) A-B type"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit 1.9\"" 320x170 Color IPS TFT Display - ST7789""","""EYESPI Cable - 18 Pin 200mm long Flex PCB (FPC) A-B type"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit 8x16 LED Matrix FeatherWing w/o Matrices""","""Miniature 0.8\"" 8x8 Pure Green LED Matrix - KWM-20882CPGB"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit 8x16 LED Matrix FeatherWing w/o Matrices""","""Miniature 8x8 Yellow LED Matrix"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Animated Eyes Bonnet for Raspberry Pi Pack - Pi not included""","""Convex Glass Lens with Edge - 40mm Diameter"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Bonsai Buckaroo - micro:bit & CLUE Plant Care Helper""","""Tubing for Submersible Pumps - PVC 6mm ID - 1 Meter Long"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit DPI TFT Kippah for Raspberry Pi with Touch Support""","""40-pin FPC Extension Board + 200mm Cable"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Feather 32u4 RFM69HCW Packet Radio - 868 or 915 MHz - RadioFruit""","""uFL SMT Antenna Connector"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Feather 32u4 RFM95 LoRa Radio- 868 or 915 MHz - RadioFruit""","""uFL SMT Antenna Connector"""
